,Unnamed: 0,t,m,j,u,Price
1681,1681,2019,fatick,Dried cowpeas/beans,Boîte,
1682,1682,2019,fatick,Dried cowpeas/beans,Cup/Goblet,500.0
1683,1683,2019,fatick,Dried cowpeas/beans,Kg,600.0
1684,1684,2019,fatick,Dried cowpeas/beans,Sachet,50.0
1685,1685,2019,fatick,Dried cowpeas/beans,Teacup,500.0
1686,1686,2019,fatick,Cashew nuts,Sachet,
1687,1687,2019,fatick,Coconut,Sachet,100.0
1688,1688,2019,fatick,Coconut,Unit,
1689,1689,2019,fatick,Kola nuts,Kg,
1690,1690,2019,fatick,Kola nuts,Sachet,100.0
1691,1691,2019,fatick,Kola nuts,Tas,
1692,1692,2019,fatick,Kola nuts,Unit,50.0
1693,1693,2019,fatick,Eggs,Demi Tablette,1750.0
1694,1694,2019,fatick,Eggs,Sachet,
1695,1695,2019,fatick,Eggs,Tablette (30),
1696,1696,2019,fatick,Eggs,Tas,250.0
1697,1697,2019,fatick,Eggs,Unit,100.0
1698,1698,2019,fatick,Fresh onion,Boite De Tomate/Pot,
1699,1699,2019,fatick,Fresh onion,Filet (5 Kg),
1700,1700,2019,fatick,Fresh onion,Kg,300.0
1701,1701,2019,fatick,Fresh onion,Morceau,
1702,1702,2019,fatick,Fresh onion,Sac (25 Kg),
1703,1703,2019,fatick,Fresh onion,Tas,75.0
1704,1704,2019,fatick,Fresh onion,Unit,33.33333333
1705,1705,2019,fatick,Orange,Kg,600.0
1706,1706,2019,fatick,Orange,Sachet,500.0
1707,1707,2019,fatick,Orange,Tas,100.0
1708,1708,2019,fatick,Orange,Unit,75.0
1709,1709,2019,fatick,Modern bread,Demi-Miche,100.0
1710,1710,2019,fatick,Modern bread,Miche,150.0
1711,1711,2019,fatick,Modern bread,Quart de Miche,
1712,1712,2019,fatick,Modern bread,Sachet,225.0
1713,1713,2019,fatick,Modern bread,Tiers de Miche,50.0
1714,1714,2019,fatick,Traditional bread,Demi-Miche,100.0
1715,1715,2019,fatick,Traditional bread,Miche,100.0
1716,1716,2019,fatick,Traditional bread,Tiers de Miche,
1717,1717,2019,fatick,"Watermelon, melon",Tas,2000.0
1718,1718,2019,fatick,"Watermelon, melon",Tranche,
1719,1719,2019,fatick,"Watermelon, melon",Unit,500.0
1720,1720,2019,fatick,Sweet potato,Kg,400.0
1721,1721,2019,fatick,Sweet potato,Morceau,50.0
1722,1722,2019,fatick,Sweet potato,Tas,100.0
1723,1723,2019,fatick,Sweet potato,Unit,75.0
1724,1724,2019,fatick,Dried peas,Boîte,
1725,1725,2019,fatick,Dried peas,Kg,800.0
1726,1726,2019,fatick,Dried peas,Sachet,200.0
1727,1727,2019,fatick,Canned peas,Boite De Tomate/Pot,
1728,1728,2019,fatick,Canned peas,Boîte,600.0
1729,1729,2019,fatick,Canned peas,Sachet,
1730,1730,2019,fatick,Chili pepper,Boite De Tomate/Pot,350.0
1731,1731,2019,fatick,Chili pepper,Kg,2000.0
1732,1732,2019,fatick,Chili pepper,Sachet,25.0
1733,1733,2019,fatick,Chili pepper,Tas,50.0
1734,1734,2019,fatick,Chili pepper,Unit,50.0
1735,1735,2019,fatick,"Fresh fish (thiof/seudd, barracuda)",Kg,
1736,1736,2019,fatick,"Fresh fish (thiof/seudd, barracuda)",Morceau,500.0
1737,1737,2019,fatick,"Fresh fish (thiof/seudd, barracuda)",Tas,500.0
1738,1738,2019,fatick,"Fresh fish (thiof/seudd, barracuda)",Unit,800.0
1739,1739,2019,fatick,Fresh fish (wass),Kg,150.0
1740,1740,2019,fatick,Fresh fish (wass),Tas,500.0
1741,1741,2019,fatick,Fresh fish (wass),Unit,416.6666667
1742,1742,2019,fatick,Fresh sardine (yaboy or obo),Kg,500.0
1743,1743,2019,fatick,Fresh sardine (yaboy or obo),Tas,300.0
1744,1744,2019,fatick,Fresh sardine (yaboy or obo),Unit,150.0
1745,1745,2019,fatick,Smoked sardine (kétiakh),Cornet,75.0
1746,1746,2019,fatick,Smoked sardine (kétiakh),Kg,500.0
1747,1747,2019,fatick,Smoked sardine (kétiakh),Sachet,125.0
1748,1748,2019,fatick,Smoked sardine (kétiakh),Tas,100.0
1749,1749,2019,fatick,Smoked sardine (kétiakh),Unit,100.0
1750,1750,2019,fatick,"Dried fish (tambadiang, kong, etc.)",Boite De Tomate/Pot,225.0
1751,1751,2019,fatick,"Dried fish (tambadiang, kong, etc.)",Kg,800.0
1752,1752,2019,fatick,"Dried fish (tambadiang, kong, etc.)",Morceau,50.0
1753,1753,2019,fatick,"Dried fish (tambadiang, kong, etc.)",Tas,175.0
1754,1754,2019,fatick,"Dried fish (tambadiang, kong, etc.)",Unit,62.5
1755,1755,2019,fatick,Fresh bell pepper,Kg,600.0
1756,1756,2019,fatick,Fresh bell pepper,Tas,125.0
1757,1757,2019,fatick,Fresh bell pepper,Tranche,50.0
1758,1758,2019,fatick,Fresh bell pepper,Unit,50.0
1759,1759,2019,fatick,Potato,Kg,400.0
1760,1760,2019,fatick,Potato,Tas,100.0
1761,1761,2019,fatick,Potato,Unit,235.7142857
1762,1762,2019,fatick,Live chicken,Unit,3000.0
1763,1763,2019,fatick,Peanut paste,Kg,800.0
1764,1764,2019,fatick,Peanut paste,Sachet,150.0
1765,1765,2019,fatick,Peanut paste,Seau,
1766,1766,2019,fatick,Peanut paste,Tablespoon,
1767,1767,2019,fatick,Pasta,Boite De Tomate/Pot,
1768,1768,2019,fatick,Pasta,Kg,800.0
1769,1769,2019,fatick,Pasta,Paquet,200.0
1770,1770,2019,fatick,Pasta,Sac,100.0
1771,1771,2019,fatick,Pasta,Sachet,150.0
1772,1772,2019,fatick,Imported broken rice,Boite De Tomate/Pot,13500.0
1773,1773,2019,fatick,Imported broken rice,Kg,13000.0
1774,1774,2019,fatick,Imported whole rice,Boite De Tomate/Pot,13500.0
1775,1775,2019,fatick,Imported whole rice,Kg,400.0
1776,1776,2019,fatick,Local broken rice,Boite De Tomate/Pot,13500.0
1777,1777,2019,fatick,Local broken rice,Kg,300.0
1778,1778,2019,fatick,Local whole rice,Boite De Tomate/Pot,8000.0
1779,1779,2019,fatick,Local whole rice,Kg,300.0
1780,1780,2019,fatick,Lettuce/salad greens,Tas,300.0
1781,1781,2019,fatick,Lettuce/salad greens,Unit,200.0
1782,1782,2019,fatick,Salt,Boite De Tomate/Pot,100.0
1783,1783,2019,fatick,Salt,Boîte,
1784,1784,2019,fatick,Salt,Kg,50.0
1785,1785,2019,fatick,Salt,Paquet,
1786,1786,2019,fatick,Salt,Sac,
1787,1787,2019,fatick,Salt,Sachet,50.0
1788,1788,2019,fatick,Salt,Tablespoon,100.0
1789,1789,2019,fatick,Sorghum,Kg,
1790,1790,2019,fatick,Soumbala (fermented locust beans),Boite De Tomate/Pot,325.0
1791,1791,2019,fatick,Soumbala (fermented locust beans),Boule (Dankk),50.0
1792,1792,2019,fatick,Soumbala (fermented locust beans),Kg,1000.0
1793,1793,2019,fatick,Soumbala (fermented locust beans),Sachet,25.0
1794,1794,2019,fatick,Soumbala (fermented locust beans),Tas,
1795,1795,2019,fatick,Soumbala (fermented locust beans),Unit,25.0
1796,1796,2019,fatick,Sugar (powdered or lumps),Kg,600.0
1797,1797,2019,fatick,Sugar (powdered or lumps),Paquet (1 Kg),750.0
1798,1798,2019,fatick,Sugar (powdered or lumps),Sachet,150.0
1799,1799,2019,fatick,Sugar (powdered or lumps),Teacup,650.0
1800,1800,2019,fatick,Sugar (powdered or lumps),Unit,
1801,1801,2019,fatick,Tea,Paquet,100.0
1802,1802,2019,fatick,Tea,Sachet,100.0
1803,1803,2019,fatick,Fresh tomato,Bassine,
1804,1804,2019,fatick,Fresh tomato,Boite De Tomate/Pot,175.0
1805,1805,2019,fatick,Fresh tomato,Bol,100.0
1806,1806,2019,fatick,Fresh tomato,Kg,550.0
1807,1807,2019,fatick,Fresh tomato,Sachet,100.0
1808,1808,2019,fatick,Fresh tomato,Tas,100.0
1809,1809,2019,fatick,Fresh tomato,Unit,83.33333333
1810,1810,2019,fatick,Meat of other domestic poultry,Unit,
1811,1811,2019,fatick,Beef,Kg,2500.0
1812,1812,2019,fatick,Beef,Tas,
1813,1813,2019,fatick,Goat meat,Kg,2500.0
1814,1814,2019,fatick,Goat meat,Unit,
1815,1815,2019,fatick,Mutton,Kg,3000.0
1816,1816,2019,fatick,Mutton,Tas,
1817,1817,2019,fatick,Pork,Kg,
1818,1818,2019,fatick,Pork,Tas,
1819,1819,2019,fatick,Chicken meat,Kg,1350.0
1820,1820,2019,fatick,Chicken meat,Unit,3000.0
1821,1821,2019,fatick,Vinegar/mustard,Bouteille de 1 Litre,
1822,1822,2019,fatick,Vinegar/mustard,Bouteille de 25cl,100.0
1823,1823,2019,fatick,Vinegar/mustard,Bouteilles,150.0
1824,1824,2019,fatick,Vinegar/mustard,Kg,
1825,1825,2019,fatick,Vinegar/mustard,Litre,550.0
1826,1826,2019,fatick,Vinegar/mustard,Pot,500.0
1827,1827,2019,fatick,Vinegar/mustard,Sachet,25.0
1828,1828,2019,fatick,Vinegar/mustard,Tablespoon,500.0
1829,1829,2019,fatick,Vinegar/mustard,Teacup,50.0
1830,1830,2019,kaffrine,"Offal and tripe (liver, kidney, etc.)",Kg,3000.0
1831,1831,2019,kaffrine,"Offal and tripe (liver, kidney, etc.)",Tas,
1832,1832,2019,kaffrine,"Offal and tripe (liver, kidney, etc.)",Yéll,
1833,1833,2019,kaffrine,Garlic,Kg,1150.0
1834,1834,2019,kaffrine,Garlic,Sachet,25.0
1835,1835,2019,kaffrine,Garlic,Tas,75.0
1836,1836,2019,kaffrine,Garlic,Tranche,25.0
1837,1837,2019,kaffrine,Garlic,Unit,50.0
1838,1838,2019,kaffrine,Pineapple,Boite De Tomate/Pot,700.0
1839,1839,2019,kaffrine,Pineapple,Unit,500.0
1840,1840,2019,kaffrine,Roasted peanuts,Boite De Tomate/Pot,
1841,1841,2019,kaffrine,Roasted peanuts,Cornet,50.0
1842,1842,2019,kaffrine,Roasted peanuts,Kg,400.0
1843,1843,2019,kaffrine,Roasted peanuts,Sachet,262.5
1844,1844,2019,kaffrine,Roasted peanuts,Teacup,
1845,1845,2019,kaffrine,Roasted peanuts,Verre,
1846,1846,2019,kaffrine,Shelled or pounded peanuts (noflaye),Boite De Tomate/Pot,275.0
1847,1847,2019,kaffrine,Shelled or pounded peanuts (noflaye),Boîte,
1848,1848,2019,kaffrine,Shelled or pounded peanuts (noflaye),Calebasse,
1849,1849,2019,kaffrine,Shelled or pounded peanuts (noflaye),Cup/Goblet,
1850,1850,2019,kaffrine,Shelled or pounded peanuts (noflaye),Kg,500.0
1851,1851,2019,kaffrine,Shelled or pounded peanuts (noflaye),Louche Traditionnelle,
1852,1852,2019,kaffrine,Shelled or pounded peanuts (noflaye),Sachet,100.0
1853,1853,2019,kaffrine,Shelled or pounded peanuts (noflaye),Teacup,90.0
1854,1854,2019,kaffrine,Fresh peanuts (in shells),Boite De Tomate/Pot,
1855,1855,2019,kaffrine,Fresh peanuts (in shells),Kg,
1856,1856,2019,kaffrine,Fresh peanuts (in shells),Sachet,
1857,1857,2019,kaffrine,Fresh peanuts (in shells),Teacup,
1858,1858,2019,kaffrine,Dried peanuts (in shells),Boite De Tomate/Pot,
1859,1859,2019,kaffrine,Dried peanuts (in shells),Cornet,
1860,1860,2019,kaffrine,Dried peanuts (in shells),Kg,300.0
1861,1861,2019,kaffrine,Dried peanuts (in shells),Sachet,100.0
1862,1862,2019,kaffrine,Dried peanuts (in shells),Teacup,
1863,1863,2019,kaffrine,Dried peanuts (in shells),Verre,
1864,1864,2019,kaffrine,"Seasoning/flavoring (Maggi, Jumbo, etc.)",Bouteilles,650.0
1865,1865,2019,kaffrine,"Seasoning/flavoring (Maggi, Jumbo, etc.)",Sachet,50.0
1866,1866,2019,kaffrine,"Eggplant, squash/zucchini",Kg,500.0
1867,1867,2019,kaffrine,"Eggplant, squash/zucchini",Morceau,50.0
1868,1868,2019,kaffrine,"Eggplant, squash/zucchini",Tas,100.0
1869,1869,2019,kaffrine,"Eggplant, squash/zucchini",Tranche,50.0
1870,1870,2019,kaffrine,"Eggplant, squash/zucchini",Unit,50.0
1871,1871,2019,kaffrine,Other fresh vegetables n.e.c. (including white hibiscus flowers),Boite De Tomate/Pot,250.0
1872,1872,2019,kaffrine,Other fresh vegetables n.e.c. (including white hibiscus flowers),Bol,
1873,1873,2019,kaffrine,Other fresh vegetables n.e.c. (including white hibiscus flowers),Sachet,
1874,1874,2019,kaffrine,Other fresh vegetables n.e.c. (including white hibiscus flowers),Tas,25.0
1875,1875,2019,kaffrine,"Other condiments (pepper, etc.)",Boîte,
1876,1876,2019,kaffrine,"Other condiments (pepper, etc.)",Cornet,
1877,1877,2019,kaffrine,"Other condiments (pepper, etc.)",Kg,
1878,1878,2019,kaffrine,"Other condiments (pepper, etc.)",Sachet,50.0
1879,1879,2019,kaffrine,"Other condiments (pepper, etc.)",Tablespoon,3000.0
1880,1880,2019,kaffrine,"Other condiments (pepper, etc.)",Tas,
1881,1881,2019,kaffrine,"Other condiments (pepper, etc.)",Unit,
1882,1882,2019,kaffrine,Other cereals,Boite De Tomate/Pot,
1883,1883,2019,kaffrine,Other cereals,Calebasse,
1884,1884,2019,kaffrine,Other cereals,Cornet,
1885,1885,2019,kaffrine,Other cereals,Kg,250.0
1886,1886,2019,kaffrine,Other cereal flours,Kg,
1887,1887,2019,kaffrine,"Other fruits (apples, grapes, etc.)",Kg,900.0
1888,1888,2019,kaffrine,"Other fruits (apples, grapes, etc.)",Régime,
1889,1889,2019,kaffrine,"Other fruits (apples, grapes, etc.)",Sachet,
1890,1890,2019,kaffrine,"Other fruits (apples, grapes, etc.)",Unit,175.0
1891,1891,2019,kaffrine,"Other oils n.e.c. (corn oil, palm kernel oil, etc.)",Litre,225.0
1892,1892,2019,kaffrine,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Kg,700.0
1893,1893,2019,kaffrine,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Morceau,4000.0
1894,1894,2019,kaffrine,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Tas,
1895,1895,2019,kaffrine,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Unit,1500.0
1896,1896,2019,kaffrine,"Other smoked fish (smoked kong, smoked yaboy/obo)",Kg,3250.0
1897,1897,2019,kaffrine,"Other smoked fish (smoked kong, smoked yaboy/obo)",Tas,200.0
1898,1898,2019,kaffrine,"Other smoked fish (smoked kong, smoked yaboy/obo)",Unit,50.0
1899,1899,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Bouteille de 1L,
1900,1900,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Boîte,
1901,1901,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Canette,
1902,1902,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Litre,
1903,1903,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Paquet,2000.0
1904,1904,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Pot,
1905,1905,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Sachet,50.0
1906,1906,2019,kaffrine,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Teacup,
1907,1907,2019,kaffrine,Sweet banana,Kg,533.3333333
1908,1908,2019,kaffrine,Sweet banana,Régime,
1909,1909,2019,kaffrine,Sweet banana,Tas,200.0
1910,1910,2019,kaffrine,Sweet banana,Unit,83.33333333
1911,1911,2019,kaffrine,"Fritters, flatbreads",Kg,700.0
1912,1912,2019,kaffrine,"Fritters, flatbreads",Sachet,100.0
1913,1913,2019,kaffrine,"Fritters, flatbreads",Unit,
1914,1914,2019,kaffrine,Butter,Kg,
1915,1915,2019,kaffrine,Butter,Morceau,100.0
1916,1916,2019,kaffrine,Butter,Pot,800.0
1917,1917,2019,kaffrine,Butter,Sachet,50.0
1918,1918,2019,kaffrine,Butter,Seau,3500.0
1919,1919,2019,kaffrine,Butter,Tablespoon,800.0
1920,1920,2019,kaffrine,Butter,Tablette,375.0
1921,1921,2019,kaffrine,Butter,Teaspoon,425.0
1922,1922,2019,kaffrine,Shea butter,Boite De Tomate/Pot,
1923,1923,2019,kaffrine,Shea butter,Boule (Dankk),
1924,1924,2019,kaffrine,Shea butter,Kg,800.0
1925,1925,2019,kaffrine,Shea butter,Morceau,
1926,1926,2019,kaffrine,Shea butter,Sachet,
1927,1927,2019,kaffrine,Cookies/biscuits,Paquet,50.0
1928,1928,2019,kaffrine,Cookies/biscuits,Sachet,50.0
1929,1929,2019,kaffrine,Industrial beers,Bouteille de 33cl,850.0
1930,1930,2019,kaffrine,"Soft drinks (Coke, etc.)","Bouteille de 1,5 L",750.0
1931,1931,2019,kaffrine,"Soft drinks (Coke, etc.)",Bouteille de 1L,550.0
1932,1932,2019,kaffrine,"Soft drinks (Coke, etc.)",Bouteille de 25cl,
1933,1933,2019,kaffrine,"Soft drinks (Coke, etc.)",Bouteille de 50 cl,
1934,1934,2019,kaffrine,"Soft drinks (Coke, etc.)",Canette,
1935,1935,2019,kaffrine,Coffee,Boîte,1300.0
1936,1936,2019,kaffrine,Coffee,Kg,1400.0
1937,1937,2019,kaffrine,Coffee,Sachet,100.0
1938,1938,2019,kaffrine,Coffee,Teacup,100.0
1939,1939,2019,kaffrine,Coffee,Teaspoon,900.0
1940,1940,2019,kaffrine,Sugarcane,Morceau,
1941,1941,2019,kaffrine,Sugarcane,Régime,
1942,1942,2019,kaffrine,Sugarcane,Tas,
1943,1943,2019,kaffrine,Sugarcane,Tranche,
1944,1944,2019,kaffrine,Sugarcane,Unit,
1945,1945,2019,kaffrine,"Caramel, candy, sweets, etc.",Sachet,1650.0
1946,1946,2019,kaffrine,"Caramel, candy, sweets, etc.",Unit,30.0
1947,1947,2019,kaffrine,Carrot,Kg,400.0
1948,1948,2019,kaffrine,Carrot,Morceau,50.0
1949,1949,2019,kaffrine,Carrot,Seau,
1950,1950,2019,kaffrine,Carrot,Tas,100.0
1951,1951,2019,kaffrine,Carrot,Tranche,
1952,1952,2019,kaffrine,Carrot,Unit,50.0
1953,1953,2019,kaffrine,"Cold cuts (ham, sausage), canned meats",Sachet,3500.0
1954,1954,2019,kaffrine,Cocoa powder,Sachet,25.0
1955,1955,2019,kaffrine,Chocolate bars/spreads,Pot,900.0
1956,1956,2019,kaffrine,Chocolate bars/spreads,Tablespoon,1000.0
1957,1957,2019,kaffrine,Cabbage,Kg,500.0
1958,1958,2019,kaffrine,Cabbage,Morceau,100.0
1959,1959,2019,kaffrine,Cabbage,Tas,100.0
1960,1960,2019,kaffrine,Cabbage,Unit,100.0
1961,1961,2019,kaffrine,Lemons,Bouteille de 1 Litre,
1962,1962,2019,kaffrine,Lemons,Kg,2400.0
1963,1963,2019,kaffrine,Lemons,Tas,66.66666667
1964,1964,2019,kaffrine,Lemons,Unit,50.0
1965,1965,2019,kaffrine,Tomato paste,Boite De Tomate/Pot,550.0
1966,1966,2019,kaffrine,Tomato paste,Kg,2275.0
1967,1967,2019,kaffrine,Tomato paste,Sachet,100.0
1968,1968,2019,kaffrine,Tomato paste,Tablespoon,125.0
1969,1969,2019,kaffrine,Cucumber,Kg,700.0
1970,1970,2019,kaffrine,Cucumber,Morceau,150.0
1971,1971,2019,kaffrine,Cucumber,Tas,200.0
1972,1972,2019,kaffrine,Cucumber,Unit,150.0
1973,1973,2019,kaffrine,Canned fish,Boîte,
1974,1974,2019,kaffrine,"Crabs, shrimp, and other seafood",Kg,2500.0
1975,1975,2019,kaffrine,"Crabs, shrimp, and other seafood",Tas,100.0
1976,1976,2019,kaffrine,Croissants,Unit,
1977,1977,2019,kaffrine,"Bouillon cubes (Maggi, Jumbo, etc.)",Cube,25.0
1978,1978,2019,kaffrine,"Bouillon cubes (Maggi, Jumbo, etc.)",Sachet,100.0
1979,1979,2019,kaffrine,"Bouillon cubes (Maggi, Jumbo, etc.)",Tablette,
1980,1980,2019,kaffrine,Dates,Barquette,4050.0
1981,1981,2019,kaffrine,Dates,Kg,1000.0
1982,1982,2019,kaffrine,Dates,Sachet,200.0
1983,1983,2019,kaffrine,Dates,Tas,800.0
1984,1984,2019,kaffrine,Mineral/filtered water,Bouteille De 19L,150.0
1985,1985,2019,kaffrine,Mineral/filtered water,"Bouteille de 1,5 L",1000.0
1986,1986,2019,kaffrine,Mineral/filtered water,Bouteille de 10L,1000.0
1987,1987,2019,kaffrine,Mineral/filtered water,Bouteille de 33cl,150.0
1988,1988,2019,kaffrine,Mineral/filtered water,Bouteille de 5L,750.0
1989,1989,2019,kaffrine,Mineral/filtered water,Sachet,500.0
1990,1990,2019,kaffrine,Local or imported wheat flour,Kg,400.0
1991,1991,2019,kaffrine,Local or imported wheat flour,Sachet,100.0
1992,1992,2019,kaffrine,Corn flour,Boite De Tomate/Pot,7500.0
1993,1993,2019,kaffrine,Corn flour,Kg,250.0
1994,1994,2019,kaffrine,Corn flour,Sachet,100.0
1995,1995,2019,kaffrine,Millet flour,Boite De Tomate/Pot,
1996,1996,2019,kaffrine,Millet flour,Cornet,
1997,1997,2019,kaffrine,Millet flour,Kg,
1998,1998,2019,kaffrine,Millet flour,Sachet,500.0
1999,1999,2019,kaffrine,Cassava flours,Sachet,
2000,2000,2019,kaffrine,Sorrel leaves (bissap),Boite De Tomate/Pot,300.0
2001,2001,2019,kaffrine,Sorrel leaves (bissap),Bol,300.0
2002,2002,2019,kaffrine,Sorrel leaves (bissap),Tas,50.0
2003,2003,2019,kaffrine,Baobab leaves (lalo),Boite De Tomate/Pot,
2004,2004,2019,kaffrine,Baobab leaves (lalo),Kg,2000.0
2005,2005,2019,kaffrine,Baobab leaves (lalo),Louche Traditionnelle,
2006,2006,2019,kaffrine,Baobab leaves (lalo),Sachet,50.0
2007,2007,2019,kaffrine,Bean/cowpea leaves,Boite De Tomate/Pot,
2008,2008,2019,kaffrine,Bean/cowpea leaves,Sachet,100.0
2009,2009,2019,kaffrine,Bean/cowpea leaves,Tas,50.0
2010,2010,2019,kaffrine,"Cassava leaves, taro leaves, and other greens",Sachet,300.0
2011,2011,2019,kaffrine,"Cassava leaves, taro leaves, and other greens",Tas,
2012,2012,2019,kaffrine,Moringa leaves,Boite De Tomate/Pot,125.0
2013,2013,2019,kaffrine,Moringa leaves,Sachet,100.0
2014,2014,2019,kaffrine,Moringa leaves,Tas,100.0
2015,2015,2019,kaffrine,Cheese,Boîte,2500.0
2016,2016,2019,kaffrine,Cheese,Morceau,100.0
2017,2017,2019,kaffrine,Cheese,Sachet,
2018,2018,2019,kaffrine,Cheese,Unit,350.0
2019,2019,2019,kaffrine,Game (wild meats),Unit,
2020,2020,2019,kaffrine,Ginger,Kg,900.0
2021,2021,2019,kaffrine,Ginger,Sachet,100.0
2022,2022,2019,kaffrine,Ginger,Tas,
2023,2023,2019,kaffrine,Ginger,Unit,
2024,2024,2019,kaffrine,Fresh okra,Kg,700.0
2025,2025,2019,kaffrine,Fresh okra,Sachet,50.0
2026,2026,2019,kaffrine,Fresh okra,Tas,100.0
2027,2027,2019,kaffrine,Fresh okra,Unit,
2028,2028,2019,kaffrine,Dried okra,Boite De Tomate/Pot,350.0
2029,2029,2019,kaffrine,Dried okra,Cup/Goblet,
2030,2030,2019,kaffrine,Dried okra,Sachet,50.0
2031,2031,2019,kaffrine,Cakes,Kg,2500.0
2032,2032,2019,kaffrine,Cakes,Morceau,
2033,2033,2019,kaffrine,Cakes,Sachet,1750.0
2034,2034,2019,kaffrine,Cakes,Unit,12000.0
2035,2035,2019,kaffrine,Green beans,Kg,1000.0
2036,2036,2019,kaffrine,Green beans,Sachet,400.0
2037,2037,2019,kaffrine,Green beans,Tas,400.0
2038,2038,2019,kaffrine,Refined peanut oil,"12,5cl(Demi Walatt)",
2039,2039,2019,kaffrine,Refined peanut oil,Boite De Tomate/Pot,
2040,2040,2019,kaffrine,Refined peanut oil,Bouteille de 25cl,
2041,2041,2019,kaffrine,Refined peanut oil,Demi Litre,400.0
2042,2042,2019,kaffrine,Refined peanut oil,Litre,800.0
2043,2043,2019,kaffrine,Refined peanut oil,Quart De Litre,225.0
2044,2044,2019,kaffrine,Refined peanut oil,Sachet,
2045,2045,2019,kaffrine,"Traditional peanut oil (""ségal"")",Demi Litre,
2046,2046,2019,kaffrine,"Traditional peanut oil (""ségal"")",Litre,800.0
2047,2047,2019,kaffrine,"Traditional peanut oil (""ségal"")",Quart De Litre,200.0
2048,2048,2019,kaffrine,Cottonseed oil,Litre,
2049,2049,2019,kaffrine,Refined palm oil,Bouteille de 25cl,
2050,2050,2019,kaffrine,Refined palm oil,Demi Litre,11000.0
2051,2051,2019,kaffrine,Refined palm oil,Litre,900.0
2052,2052,2019,kaffrine,Red palm oil,"12,5cl(Demi Walatt)",150.0
2053,2053,2019,kaffrine,Red palm oil,Boite De Tomate/Pot,100.0
2054,2054,2019,kaffrine,Red palm oil,Bouteilles,
2055,2055,2019,kaffrine,Red palm oil,Demi Litre,450.0
2056,2056,2019,kaffrine,Red palm oil,Litre,1200.0
2057,2057,2019,kaffrine,Red palm oil,Louche Traditionnelle,100.0
2058,2058,2019,kaffrine,Red palm oil,Quart De Litre,250.0
2059,2059,2019,kaffrine,Red palm oil,Sachet,200.0
2060,2060,2019,kaffrine,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 1 Litre,
2061,2061,2019,kaffrine,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 25cl,
2062,2062,2019,kaffrine,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 50 cl,450.0
2063,2063,2019,kaffrine,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Demi Litre,450.0
2064,2064,2019,kaffrine,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Litre,800.0
2065,2065,2019,kaffrine,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Quart De Litre,250.0
2066,2066,2019,kaffrine,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Sachet,300.0
2067,2067,2019,kaffrine,Yam,Unit,150.0
2068,2068,2019,kaffrine,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 1L,500.0
2069,2069,2019,kaffrine,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 33cl,
2070,2070,2019,kaffrine,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Canette,
2071,2071,2019,kaffrine,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Litre,375.0
2072,2072,2019,kaffrine,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Sachet,100.0
2073,2073,2019,kaffrine,Powdered juice,Sachet,100.0
2074,2074,2019,kaffrine,"Curdled milk, yogurt",Boite De Tomate/Pot,400.0
2075,2075,2019,kaffrine,"Curdled milk, yogurt","Bouteille de 1,5 L",1000.0
2076,2076,2019,kaffrine,"Curdled milk, yogurt",Bouteilles,
2077,2077,2019,kaffrine,"Curdled milk, yogurt",Litre,500.0
2078,2078,2019,kaffrine,"Curdled milk, yogurt",Louche Traditionnelle,200.0
2079,2079,2019,kaffrine,"Curdled milk, yogurt",Sachet,200.0
2080,2080,2019,kaffrine,Unsweetened condensed milk,Bouteilles,375.0
2081,2081,2019,kaffrine,Unsweetened condensed milk,Boîte,350.0
2082,2082,2019,kaffrine,Sweetened condensed milk,Boîte,1000.0
2083,2083,2019,kaffrine,Sweetened condensed milk,Litre,1000.0
2084,2084,2019,kaffrine,Powdered milk,Kg,2000.0
2085,2085,2019,kaffrine,Powdered milk,Paquet,1500.0
