i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
211510,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
211511,2019,ziguinchor,4,4,1,1,0,0,0,1,0,1,1,2,0,2,0,1,1,1,2.302585093
211512,2019,ziguinchor,1,2,2,2,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1.945910149
21152,2019,ziguinchor,1,2,1,2,0,0,0,1,0,0,1,1,2,0,0,1,0,0,1.791759469
21153,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
21154,2019,ziguinchor,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1.386294361
21155,2019,ziguinchor,1,1,7,1,1,0,2,0,2,0,2,1,0,0,1,1,0,0,2.302585093
21156,2019,ziguinchor,4,2,1,2,0,0,0,2,1,0,0,0,2,3,0,1,0,0,2.197224577
21157,2019,ziguinchor,2,7,0,1,0,0,0,0,0,5,0,2,0,0,0,2,1,0,2.302585093
21158,2019,ziguinchor,3,4,5,4,0,1,1,0,3,2,1,1,0,0,3,2,1,1,2.772588722
21159,2019,ziguinchor,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.386294361
21171,2019,ziguinchor,1,2,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1.609437912
211710,2019,ziguinchor,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1.386294361
211711,2019,ziguinchor,5,0,1,3,0,0,0,0,1,0,0,0,1,2,2,1,0,2,2.197224577
211712,2019,ziguinchor,4,0,3,4,1,0,1,0,1,0,0,1,2,1,2,1,0,1,2.397895273
21172,2019,ziguinchor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21173,2019,ziguinchor,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1.609437912
21174,2019,ziguinchor,2,1,2,1,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1.791759469
21175,2019,ziguinchor,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.386294361
21176,2019,ziguinchor,6,3,1,3,0,0,1,1,0,0,0,2,1,3,0,2,2,1,2.564949357
21177,2019,ziguinchor,1,1,4,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,1.791759469
21178,2019,ziguinchor,2,1,3,3,0,0,1,0,2,1,0,1,2,0,0,1,1,0,2.197224577
21179,2019,ziguinchor,1,1,2,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1.609437912
21191,2019,ziguinchor,1,0,2,4,0,0,1,0,1,0,0,0,1,0,3,1,0,0,1.945910149
211910,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
211911,2019,ziguinchor,4,3,2,1,0,1,0,2,0,0,2,0,1,1,0,1,0,2,2.302585093
211912,2019,ziguinchor,5,2,1,2,0,1,1,0,0,0,0,2,0,1,2,2,0,1,2.302585093
21192,2019,ziguinchor,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289
21193,2019,ziguinchor,1,1,1,4,1,0,0,0,0,0,0,1,2,0,0,0,2,1,1.945910149
21194,2019,ziguinchor,2,3,0,2,0,0,0,0,0,1,0,2,0,0,2,1,0,1,1.945910149
21195,2019,ziguinchor,1,2,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1.609437912
21196,2019,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21197,2019,ziguinchor,3,3,3,2,1,1,2,2,0,0,0,0,0,0,1,2,1,1,2.397895273
21198,2019,ziguinchor,2,0,1,4,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1.945910149
21199,2019,ziguinchor,2,0,1,3,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1.791759469
2121,2019,dakar,5,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1.791759469
21210,2019,dakar,2,1,3,4,0,0,1,1,0,0,3,0,1,0,0,1,2,1,2.302585093
21211,2019,ziguinchor,6,7,4,3,0,2,1,1,2,2,1,3,1,1,1,2,1,2,2.995732274
212110,2019,ziguinchor,1,1,3,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1.609437912
212111,2019,ziguinchor,2,0,3,2,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1.945910149
212112,2019,ziguinchor,6,2,2,0,0,0,1,0,1,2,0,0,0,1,0,4,0,1,2.302585093
21212,2019,ziguinchor,4,6,1,2,0,1,0,2,1,1,1,2,1,2,0,2,0,0,2.564949357
21213,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
21214,2019,ziguinchor,2,3,1,1,0,2,0,0,0,1,1,0,1,0,0,1,0,1,1.945910149
21215,2019,ziguinchor,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.098612289
21216,2019,ziguinchor,3,2,1,2,0,0,1,2,0,0,1,0,0,2,1,0,0,1,2.079441542
21217,2019,ziguinchor,3,1,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1.609437912
21218,2019,ziguinchor,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1.609437912
21219,2019,ziguinchor,2,2,2,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1.945910149
2122,2019,dakar,4,2,0,3,0,1,0,1,0,0,0,1,1,1,2,1,0,1,2.197224577
2123,2019,dakar,6,1,2,3,0,1,1,0,0,0,1,1,2,4,0,0,1,1,2.48490665
21231,2019,ziguinchor,2,1,1,2,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1.791759469
212310,2019,ziguinchor,1,4,0,1,0,1,0,3,0,0,0,0,0,1,1,0,0,0,1.791759469
212311,2019,ziguinchor,2,6,2,2,0,1,0,1,1,2,2,2,0,0,1,1,0,1,2.48490665
212312,2019,ziguinchor,2,4,2,2,1,1,1,2,0,1,0,0,1,2,1,0,0,0,2.302585093
21232,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
21233,2019,ziguinchor,1,1,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1.386294361
21234,2019,ziguinchor,3,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1.609437912
21235,2019,ziguinchor,1,1,1,3,0,0,0,1,0,0,1,0,2,0,0,0,1,1,1.791759469
21236,2019,ziguinchor,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.098612289
21237,2019,ziguinchor,1,0,3,4,1,0,1,0,0,0,1,0,1,0,2,1,1,0,2.079441542
21238,2019,ziguinchor,3,3,5,1,3,1,1,1,0,1,1,0,0,1,0,2,1,0,2.48490665
21239,2019,ziguinchor,1,1,2,2,0,0,0,1,0,0,2,0,1,0,1,1,0,0,1.791759469
2124,2019,dakar,3,1,3,0,0,0,3,0,0,0,0,1,0,1,0,1,0,1,1.945910149
21241,2019,ziguinchor,2,2,2,1,0,1,1,0,1,1,0,0,0,0,0,2,1,0,1.945910149
212410,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
212411,2019,ziguinchor,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289
212412,2019,ziguinchor,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
21242,2019,ziguinchor,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1.386294361
21243,2019,ziguinchor,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1.386294361
21244,2019,ziguinchor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
21245,2019,ziguinchor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21246,2019,ziguinchor,2,2,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1.791759469
21247,2019,ziguinchor,4,4,1,2,0,2,0,1,0,1,2,1,0,1,0,1,1,1,2.397895273
21248,2019,ziguinchor,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
21249,2019,ziguinchor,1,1,1,4,0,1,1,0,0,0,0,0,2,0,1,1,1,0,1.945910149
2125,2019,dakar,6,7,3,4,0,3,3,1,0,3,0,0,0,2,4,3,0,1,2.995732274
2126,2019,dakar,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
21261,2019,ziguinchor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212610,2019,ziguinchor,1,1,3,2,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1.945910149
212611,2019,ziguinchor,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.098612289
212612,2019,ziguinchor,1,2,0,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1.609437912
21262,2019,ziguinchor,1,1,3,2,0,0,2,0,1,1,0,0,0,0,1,1,1,0,1.945910149
21263,2019,ziguinchor,3,3,1,1,0,2,1,0,0,0,0,1,1,1,0,1,0,1,2.079441542
21264,2019,ziguinchor,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.386294361
21265,2019,ziguinchor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21266,2019,ziguinchor,2,3,6,3,0,1,1,0,5,1,0,1,2,0,1,2,0,0,2.63905733
21267,2019,ziguinchor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
21268,2019,ziguinchor,2,3,0,5,0,0,0,0,0,2,0,1,3,1,1,1,1,0,2.302585093
21269,2019,ziguinchor,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
2127,2019,dakar,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1.609437912
2128,2019,dakar,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21281,2019,diourbel,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289
212810,2019,diourbel,3,3,3,1,1,1,2,2,0,0,0,0,0,1,1,1,0,1,2.302585093
212811,2019,diourbel,5,2,7,3,0,0,4,1,1,0,2,1,0,3,2,0,1,2,2.833213344
212812,2019,diourbel,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1.386294361
21282,2019,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
21283,2019,diourbel,3,2,1,1,0,0,0,1,0,1,1,0,1,2,0,1,0,0,1.945910149
21284,2019,diourbel,7,5,12,3,2,0,4,0,5,3,1,2,3,3,0,2,0,2,3.295836866
21285,2019,diourbel,4,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,2,1.945910149
21286,2019,diourbel,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1.386294361
21287,2019,diourbel,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
21288,2019,diourbel,3,3,4,1,1,1,1,1,1,0,1,1,0,0,0,2,1,1,2.397895273
21289,2019,diourbel,1,5,1,0,0,1,0,1,0,2,1,1,0,0,0,1,0,0,1.945910149
2129,2019,dakar,2,1,2,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1.791759469
21301,2019,diourbel,2,2,1,1,0,1,0,1,1,0,0,0,0,0,1,2,0,0,1.791759469
213010,2019,diourbel,2,1,4,1,0,0,1,1,3,0,0,0,0,0,1,1,0,0,2.079441542
213011,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213012,2019,diourbel,3,3,1,2,0,0,0,0,1,2,0,1,1,1,1,2,0,0,2.197224577
21302,2019,diourbel,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
21304,2019,diourbel,1,3,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
21305,2019,diourbel,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.386294361
21306,2019,diourbel,3,2,1,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,1.791759469
21307,2019,diourbel,1,2,4,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,1.945910149
21308,2019,diourbel,2,0,3,2,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1.945910149
21309,2019,diourbel,5,1,1,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,1.945910149
21321,2019,diourbel,7,6,9,2,2,1,3,1,1,2,3,3,1,2,0,3,1,1,3.17805383
213210,2019,diourbel,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
213211,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213212,2019,diourbel,4,0,5,2,2,0,2,0,1,0,0,0,0,2,1,1,1,1,2.397895273
21322,2019,diourbel,4,2,8,1,4,1,2,0,2,0,0,1,0,0,1,2,0,2,2.708050201
21323,2019,diourbel,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.386294361
21324,2019,diourbel,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
21325,2019,diourbel,1,3,2,1,0,1,2,0,0,2,0,0,0,0,1,1,0,0,1.945910149
21326,2019,diourbel,2,2,3,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1.945910149
21327,2019,diourbel,3,7,6,2,1,3,4,1,1,1,0,2,1,2,0,1,1,0,2.890371758
21328,2019,diourbel,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
21329,2019,diourbel,2,1,2,3,0,0,2,1,0,0,0,0,3,1,0,1,0,0,2.079441542
21341,2019,diourbel,3,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1.609437912
213410,2019,diourbel,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806
213411,2019,diourbel,4,5,9,3,3,1,3,2,1,2,2,0,0,1,2,2,1,1,3.044522438
213412,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21342,2019,diourbel,1,7,3,0,2,1,1,1,0,1,0,4,0,0,0,1,0,0,2.397895273
21343,2019,diourbel,3,2,1,2,0,1,0,0,0,0,1,1,0,1,1,1,1,1,2.079441542
21344,2019,diourbel,0,1,1,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1.386294361
21345,2019,diourbel,1,2,4,1,0,0,3,0,0,1,1,1,0,0,1,1,0,0,2.079441542
21346,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21347,2019,diourbel,2,2,1,2,0,0,0,0,0,2,1,0,1,1,0,0,1,1,1.945910149
21348,2019,diourbel,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.098612289
21349,2019,diourbel,1,3,4,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,2.197224577
21361,2019,diourbel,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.6931471806
213610,2019,diourbel,3,1,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1.791759469
213611,2019,diourbel,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1.386294361
213612,2019,diourbel,1,4,3,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,2.079441542
21363,2019,diourbel,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.098612289
21364,2019,diourbel,2,10,5,2,2,1,1,4,1,2,1,3,1,0,1,1,0,1,2.944438979
21365,2019,diourbel,3,2,3,0,1,0,1,0,0,1,1,1,0,2,0,1,0,0,2.079441542
21366,2019,diourbel,4,5,2,2,0,1,0,2,2,2,0,0,0,3,2,0,0,1,2.564949357
21367,2019,diourbel,5,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,1,1.945910149
21368,2019,diourbel,15,9,12,8,1,4,2,1,3,2,6,2,3,6,1,8,4,1,3.784189634
21369,2019,diourbel,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.386294361
21381,2019,diourbel,4,7,6,4,2,0,2,3,2,1,0,3,2,1,1,2,1,1,3.044522438
213810,2019,diourbel,5,5,7,4,1,2,1,1,3,1,2,1,2,2,1,1,1,2,3.044522438
213811,2019,diourbel,2,5,3,1,1,0,0,3,0,1,2,1,0,0,1,1,0,1,2.397895273
213812,2019,diourbel,1,5,5,2,0,2,1,0,4,1,0,2,0,0,1,0,1,1,2.564949357
21382,2019,diourbel,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.098612289
21383,2019,diourbel,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6931471806
21384,2019,diourbel,2,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1.609437912
21385,2019,diourbel,3,4,2,1,0,1,0,1,1,2,1,0,0,1,0,1,1,1,2.302585093
21386,2019,diourbel,3,3,1,5,0,0,0,0,0,3,1,1,3,0,1,2,1,0,2.48490665
21387,2019,diourbel,3,4,0,4,0,2,0,2,0,0,0,0,1,0,3,2,0,1,2.397895273
21388,2019,diourbel,5,2,3,2,1,0,2,0,0,1,0,2,1,1,1,2,0,1,2.48490665
21389,2019,diourbel,4,3,3,0,1,1,1,1,1,0,0,1,0,0,0,3,0,1,2.302585093
21401,2019,diourbel,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1.609437912
214010,2019,diourbel,2,3,4,0,1,0,2,0,0,2,1,1,0,0,0,2,0,0,2.197224577
214011,2019,diourbel,3,0,3,2,1,0,1,0,0,0,1,1,1,0,0,1,1,1,2.079441542
214012,2019,diourbel,1,3,3,2,1,0,1,0,1,0,0,3,1,0,0,1,1,0,2.197224577
21402,2019,diourbel,4,7,10,1,2,2,3,3,2,2,3,1,0,0,0,2,1,1,3.091042453
21403,2019,diourbel,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21404,2019,diourbel,2,4,4,1,3,0,1,2,0,2,1,0,0,1,0,1,0,0,2.397895273
21405,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21406,2019,diourbel,1,1,3,3,2,1,1,0,0,0,0,0,0,0,3,1,0,0,2.079441542
21407,2019,diourbel,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1.386294361
21409,2019,diourbel,3,4,1,1,0,0,0,2,0,0,1,2,1,1,0,1,0,1,2.197224577
2141,2019,dakar,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
21410,2019,dakar,1,2,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1.609437912
21411,2019,dakar,6,3,4,2,1,0,0,1,2,1,1,1,0,3,1,2,1,1,2.708050201
21412,2019,dakar,4,4,0,1,0,1,0,0,0,1,0,2,1,1,0,2,0,1,2.197224577
2142,2019,dakar,1,1,0,5,0,0,0,0,0,0,0,1,4,0,1,0,0,1,1.945910149
21421,2019,diourbel,4,2,4,4,1,1,1,0,1,1,1,0,4,3,0,0,0,1,2.63905733
214210,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214211,2019,diourbel,3,1,0,2,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1.791759469
214212,2019,diourbel,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1.386294361
21422,2019,diourbel,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
21423,2019,diourbel,4,5,6,2,1,1,3,1,1,2,1,1,0,2,1,1,1,1,2.833213344
21424,2019,diourbel,2,3,0,2,0,2,0,1,0,0,0,0,0,1,2,0,0,1,1.945910149
21425,2019,diourbel,3,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1.609437912
21426,2019,diourbel,2,3,2,1,1,0,1,2,0,1,0,0,0,1,1,0,0,1,2.079441542
21427,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21428,2019,diourbel,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1.386294361
21429,2019,diourbel,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1.386294361
2143,2019,dakar,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1.386294361
2144,2019,dakar,2,1,1,2,0,0,1,0,0,0,0,1,2,1,0,1,0,0,1.791759469
21441,2019,diourbel,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1.791759469
214410,2019,diourbel,2,4,2,2,0,0,0,2,1,1,1,1,1,0,1,2,0,0,2.302585093
214411,2019,diourbel,2,0,1,3,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1.791759469
21442,2019,diourbel,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.098612289
21443,2019,diourbel,1,4,2,1,0,1,1,1,1,0,0,2,0,0,0,1,1,0,2.079441542
21444,2019,diourbel,3,2,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1.791759469
21445,2019,diourbel,2,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1.609437912
21446,2019,diourbel,2,1,3,2,0,0,2,0,0,1,1,0,1,1,0,1,1,0,2.079441542
21447,2019,diourbel,1,0,5,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,1.945910149
21448,2019,diourbel,4,4,2,0,0,0,1,2,1,1,0,1,0,1,0,2,0,1,2.302585093
21449,2019,diourbel,6,3,1,6,1,1,0,0,0,1,2,2,2,2,0,2,2,1,2.772588722
2145,2019,dakar,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1.386294361
2146,2019,dakar,4,1,2,7,1,0,0,1,1,0,0,0,1,1,5,2,1,1,2.63905733
21461,2019,diourbel,1,0,7,1,2,0,2,0,2,0,1,0,0,0,1,1,0,0,2.197224577
214610,2019,diourbel,0,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1.386294361
214611,2019,diourbel,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.098612289
214612,2019,diourbel,2,3,0,3,0,0,0,0,0,2,0,1,2,1,0,0,1,1,2.079441542
21462,2019,diourbel,0,8,5,2,1,3,2,1,1,2,1,2,0,0,1,0,1,0,2.708050201
21463,2019,diourbel,3,0,2,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1.791759469
21464,2019,diourbel,7,2,5,2,1,0,2,0,1,1,1,1,1,3,0,1,1,3,2.772588722
21465,2019,diourbel,2,2,2,1,0,1,2,1,0,0,0,0,0,1,1,0,0,1,1.945910149
21467,2019,diourbel,3,6,2,2,0,1,1,2,1,2,1,1,0,1,0,1,1,1,2.564949357
21468,2019,diourbel,2,4,14,2,1,1,3,1,5,2,5,0,0,0,2,2,0,0,3.091042453
21469,2019,diourbel,8,9,6,5,3,1,1,3,1,3,1,2,4,5,0,3,1,0,3.33220451
2147,2019,dakar,3,3,1,3,1,0,0,2,0,1,0,0,2,0,0,2,1,1,2.302585093
2148,2019,dakar,5,2,3,3,2,0,1,1,0,1,0,0,0,1,3,3,0,1,2.564949357
2149,2019,dakar,2,0,3,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1.791759469
21491,2019,diourbel,2,5,2,0,0,1,1,1,0,2,1,1,0,1,0,1,0,0,2.197224577
214910,2019,diourbel,4,4,1,3,1,1,0,1,0,1,0,1,1,3,2,0,0,1,2.48490665
214911,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214912,2019,diourbel,6,6,2,3,0,0,2,4,0,2,1,0,0,2,1,4,1,0,2.833213344
21492,2019,diourbel,0,0,2,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1.386294361
21493,2019,diourbel,7,5,4,2,1,1,1,0,1,4,1,0,1,3,0,3,1,1,2.890371758
21494,2019,diourbel,3,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1.609437912
21495,2019,diourbel,3,1,2,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1.945910149
21496,2019,diourbel,3,3,5,1,0,1,2,1,2,0,1,1,0,2,1,0,0,1,2.48490665
21497,2019,diourbel,3,5,2,0,1,1,0,1,1,2,0,1,0,1,0,1,0,1,2.302585093
21498,2019,diourbel,5,1,4,1,2,1,2,0,0,0,0,1,1,2,0,1,0,1,2.397895273
21499,2019,diourbel,1,3,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1.609437912
21511,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215110,2019,diourbel,2,3,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1.791759469
215111,2019,diourbel,3,4,2,1,0,0,0,3,1,1,2,0,0,1,0,2,0,0,2.302585093
215112,2019,diourbel,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1.609437912
21512,2019,diourbel,2,2,2,2,0,1,1,0,1,1,0,0,1,1,1,0,0,1,2.079441542
21513,2019,diourbel,6,5,1,3,1,0,0,1,0,2,0,3,1,2,2,1,0,2,2.708050201
21514,2019,diourbel,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
21515,2019,diourbel,4,4,3,1,2,1,0,1,1,1,0,1,0,2,1,2,0,0,2.48490665
21516,2019,diourbel,2,3,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,1,1.791759469
21517,2019,diourbel,9,6,3,3,0,1,0,1,3,0,0,4,0,3,2,4,1,2,3.044522438
21518,2019,diourbel,2,2,2,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1.945910149
21519,2019,diourbel,4,3,1,1,0,1,1,1,0,1,0,1,0,2,0,1,1,0,2.197224577
21531,2019,diourbel,5,3,4,3,2,2,0,0,1,0,2,1,1,3,0,1,1,1,2.708050201
215310,2019,diourbel,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
215311,2019,diourbel,8,4,0,2,0,1,0,2,0,0,0,1,0,6,1,1,1,1,2.63905733
215312,2019,diourbel,2,1,1,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1.609437912
21532,2019,diourbel,5,1,3,2,0,1,0,0,2,0,1,0,1,3,0,1,1,1,2.397895273
21533,2019,diourbel,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1.386294361
21534,2019,diourbel,7,5,1,3,0,0,1,3,0,0,0,3,1,3,1,2,1,1,2.772588722
21535,2019,diourbel,3,4,5,0,0,1,2,0,3,2,0,1,0,0,0,2,0,1,2.48490665
21536,2019,diourbel,7,5,6,4,0,2,2,3,2,0,3,0,3,3,0,4,0,0,3.091042453
21537,2019,diourbel,3,2,4,0,1,0,1,0,1,1,1,1,0,0,0,2,0,1,2.197224577
21538,2019,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
21539,2019,diourbel,7,2,3,6,2,1,0,0,0,0,1,2,3,3,2,2,1,1,2.890371758
21551,2019,diourbel,4,4,5,3,1,0,1,2,1,1,3,1,1,2,1,1,0,1,2.772588722
215510,2019,diourbel,5,6,0,1,0,1,0,2,0,2,0,2,1,3,0,0,0,1,2.48490665
215511,2019,diourbel,3,5,5,2,1,1,4,3,0,0,0,1,0,2,1,0,1,1,2.708050201
215512,2019,diourbel,1,1,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1.386294361
